@relation HI-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R1-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R8-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R9-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R10-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R11-precision6

@attribute whrswk {0_30,31_60,61_max}
@attribute hhi {no,yes}
@attribute whi {no,yes}
@attribute hhi2 {no,yes}
@attribute education {13-15years,12years,9-11years,16years,>16years,<9years}
@attribute race {white,black,other}
@attribute hispanic {no,yes}
@attribute experience {0_16,17_33,34_max}
@attribute kidslt6 {0_1,2_3,4_max}
@attribute kids618 {0_2,3_5,6_max}
@attribute husby {0_61,62_122,123_max}
@attribute region {northcentral,other,south,west}
@attribute wght numeric

@data
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,south,205286
0_30,yes,no,yes,16years,white,no,0_16,2_3,0_2,0_61,south,216472
31_60,yes,no,yes,>16years,white,no,17_33,0_1,0_2,0_61,south,243344
31_60,no,yes,no,12years,white,no,17_33,0_1,3_5,0_61,south,205286
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,south,210923
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,south,210923
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,south,273712
31_60,no,no,no,9-11years,white,no,17_33,0_1,0_2,0_61,south,232342
0_30,yes,no,yes,12years,white,no,17_33,0_1,3_5,0_61,south,220335
0_30,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,south,205286
0_30,no,no,no,12years,white,no,0_16,2_3,0_2,0_61,south,216472
31_60,no,no,no,12years,white,no,0_16,0_1,0_2,0_61,south,216472
31_60,no,yes,yes,9-11years,white,no,34_max,0_1,0_2,0_61,south,278263
31_60,no,yes,yes,13-15years,white,no,0_16,0_1,0_2,0_61,south,361867
0_30,yes,no,yes,12years,black,no,34_max,0_1,0_2,0_61,south,371537
31_60,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,south,279886
0_30,yes,no,yes,16years,white,no,0_16,0_1,0_2,0_61,south,323984
0_30,no,no,no,12years,white,no,34_max,0_1,0_2,0_61,south,261411
31_60,no,yes,no,12years,white,no,34_max,0_1,0_2,0_61,south,94567
31_60,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,south,103004
31_60,no,yes,no,13-15years,white,no,0_16,0_1,0_2,0_61,south,91325
31_60,yes,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,south,100251
0_30,no,no,no,12years,white,no,0_16,2_3,0_2,0_61,south,91325
31_60,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,south,118837
31_60,no,yes,no,12years,white,no,34_max,0_1,0_2,0_61,south,98123
31_60,no,no,no,16years,white,no,17_33,0_1,0_2,0_61,south,120257
0_30,no,no,no,12years,black,no,17_33,0_1,0_2,0_61,south,623928
31_60,no,yes,yes,16years,white,no,0_16,0_1,0_2,0_61,south,183757
31_60,no,yes,yes,>16years,white,no,17_33,0_1,0_2,0_61,south,206568
0_30,yes,no,yes,12years,white,no,17_33,2_3,0_2,0_61,south,174261
31_60,no,yes,no,16years,white,no,0_16,0_1,0_2,0_61,south,174261
0_30,yes,no,yes,12years,white,no,17_33,0_1,3_5,62_122,south,206568
31_60,no,yes,yes,13-15years,white,no,34_max,0_1,0_2,0_61,south,170562
31_60,yes,no,yes,16years,white,no,0_16,0_1,0_2,0_61,south,183587
31_60,no,yes,no,13-15years,white,no,17_33,0_1,0_2,0_61,south,174100
31_60,no,no,no,13-15years,white,no,0_16,0_1,0_2,0_61,south,204590
31_60,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,south,643599
0_30,no,no,no,13-15years,white,no,0_16,0_1,0_2,0_61,south,134918
31_60,no,no,no,16years,white,no,17_33,0_1,0_2,0_61,south,136756
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,south,118536
31_60,no,yes,no,12years,white,no,17_33,0_1,0_2,0_61,south,115368
31_60,no,yes,yes,16years,white,no,0_16,2_3,0_2,0_61,south,124379
31_60,no,yes,no,12years,white,no,17_33,0_1,0_2,0_61,south,124379
31_60,no,yes,yes,16years,white,no,0_16,0_1,0_2,0_61,south,124379
31_60,yes,no,yes,13-15years,white,no,0_16,2_3,0_2,0_61,south,107450
0_30,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,south,135879
0_30,yes,no,yes,12years,white,no,0_16,2_3,0_2,0_61,south,135879
31_60,no,yes,no,16years,white,no,17_33,2_3,0_2,0_61,south,136756
0_30,yes,no,yes,16years,white,no,17_33,0_1,0_2,0_61,south,117952
0_30,yes,no,yes,16years,white,no,0_16,2_3,0_2,0_61,south,124379
31_60,no,yes,no,13-15years,white,no,17_33,0_1,0_2,0_61,south,117952
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,south,117952
0_30,no,yes,no,16years,white,no,17_33,0_1,3_5,0_61,south,139820
0_30,yes,no,yes,>16years,white,no,34_max,0_1,0_2,62_122,south,106827
31_60,no,yes,no,12years,white,no,17_33,0_1,0_2,0_61,south,122269
31_60,no,yes,yes,16years,white,no,0_16,0_1,0_2,0_61,south,133371
31_60,no,no,no,13-15years,white,no,17_33,0_1,0_2,0_61,south,246165
31_60,no,yes,no,13-15years,white,no,17_33,0_1,0_2,0_61,south,745307
0_30,yes,no,yes,12years,white,yes,0_16,0_1,0_2,0_61,south,368629
31_60,no,yes,no,>16years,white,no,0_16,0_1,0_2,0_61,south,63285
31_60,yes,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,south,61662
31_60,no,yes,no,9-11years,white,no,0_16,0_1,0_2,0_61,south,54671
31_60,no,yes,no,12years,white,no,17_33,2_3,0_2,0_61,south,318541
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,south,327289
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,62_122,south,327289
0_30,yes,no,yes,<9years,white,yes,17_33,2_3,0_2,0_61,south,60710
0_30,yes,no,yes,12years,white,no,0_16,0_1,0_2,0_61,south,172080
31_60,yes,no,yes,12years,white,no,0_16,0_1,0_2,0_61,south,180810
31_60,no,yes,no,12years,white,no,17_33,0_1,0_2,0_61,south,203256
31_60,no,yes,yes,12years,white,no,0_16,0_1,0_2,0_61,south,317277
0_30,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,south,661273
31_60,no,yes,no,12years,white,no,34_max,0_1,0_2,0_61,south,607107
0_30,yes,no,yes,9-11years,white,no,34_max,0_1,0_2,0_61,south,149211
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,south,187505
0_30,no,no,no,13-15years,white,no,0_16,0_1,0_2,0_61,south,121175
31_60,yes,yes,yes,13-15years,white,no,17_33,0_1,0_2,0_61,south,136218
31_60,no,yes,yes,>16years,white,no,34_max,0_1,0_2,0_61,south,106791
0_30,no,no,no,9-11years,white,no,0_16,0_1,0_2,0_61,south,368782
31_60,no,no,no,<9years,white,no,34_max,0_1,0_2,0_61,south,295359
0_30,no,no,no,<9years,white,no,34_max,0_1,0_2,0_61,south,283581
31_60,no,yes,no,12years,white,no,34_max,0_1,0_2,0_61,south,164648
31_60,no,yes,no,13-15years,white,no,34_max,0_1,0_2,0_61,south,164648
31_60,no,yes,no,12years,black,no,34_max,0_1,0_2,0_61,south,136744
61_max,no,no,yes,13-15years,white,no,34_max,0_1,0_2,0_61,south,197869
0_30,yes,no,yes,9-11years,white,no,34_max,0_1,0_2,0_61,south,189979
0_30,yes,no,yes,13-15years,white,no,0_16,2_3,0_2,0_61,south,191087
31_60,no,yes,no,12years,white,no,0_16,0_1,0_2,0_61,south,246499
31_60,yes,yes,yes,13-15years,white,no,34_max,0_1,0_2,0_61,south,95450
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,south,99039
0_30,no,no,no,9-11years,white,no,34_max,0_1,0_2,0_61,south,99039
0_30,no,no,no,12years,white,no,0_16,2_3,0_2,0_61,south,92178
0_30,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,south,337699
31_60,no,no,no,12years,white,no,0_16,0_1,0_2,0_61,south,336936
31_60,yes,no,yes,9-11years,white,no,17_33,0_1,0_2,0_61,south,147479
31_60,yes,no,yes,12years,white,no,0_16,0_1,0_2,0_61,south,163339
31_60,no,yes,no,12years,white,no,34_max,0_1,0_2,0_61,south,252666
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,south,317512
31_60,no,yes,no,13-15years,white,no,34_max,0_1,0_2,0_61,south,290253
31_60,no,yes,no,13-15years,white,no,34_max,0_1,0_2,0_61,south,290253
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,south,313113
31_60,no,yes,no,12years,white,no,0_16,0_1,0_2,0_61,south,285235
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,south,100251
31_60,yes,yes,yes,13-15years,white,no,17_33,0_1,0_2,0_61,south,84001
31_60,yes,yes,yes,12years,white,no,0_16,0_1,0_2,0_61,south,88579
31_60,no,yes,yes,16years,white,no,17_33,0_1,0_2,0_61,south,86308
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,south,179338
0_30,yes,yes,yes,12years,white,no,0_16,0_1,0_2,0_61,south,184056
31_60,yes,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,south,174545
31_60,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,south,179338
0_30,yes,no,yes,16years,white,no,0_16,2_3,0_2,62_122,south,88181
31_60,yes,no,yes,9-11years,white,no,0_16,0_1,0_2,0_61,south,88579
31_60,no,yes,no,13-15years,white,no,17_33,0_1,0_2,0_61,south,86308
31_60,yes,no,yes,16years,white,no,17_33,0_1,0_2,0_61,south,119947
31_60,no,no,no,12years,white,no,0_16,0_1,0_2,0_61,south,160585
31_60,yes,no,yes,12years,white,no,0_16,0_1,0_2,0_61,south,107130
0_30,no,no,no,<9years,white,no,34_max,0_1,0_2,0_61,south,187676
31_60,yes,no,yes,16years,white,no,17_33,0_1,0_2,0_61,south,288494
31_60,no,yes,no,9-11years,white,no,0_16,0_1,0_2,0_61,south,168198
0_30,no,no,no,9-11years,white,no,0_16,0_1,0_2,0_61,south,155267
31_60,yes,yes,yes,13-15years,white,no,17_33,0_1,0_2,0_61,south,206904
0_30,no,no,no,<9years,white,no,0_16,2_3,0_2,0_61,south,159004
31_60,no,no,no,13-15years,white,no,17_33,0_1,0_2,0_61,south,141063
31_60,no,no,no,13-15years,black,no,17_33,0_1,0_2,0_61,south,138794
31_60,no,no,yes,16years,black,no,17_33,0_1,3_5,0_61,south,118967
31_60,yes,yes,yes,13-15years,black,no,17_33,0_1,0_2,0_61,south,118967
0_30,yes,no,yes,16years,white,no,17_33,0_1,0_2,0_61,south,180949
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,south,248803
31_60,yes,yes,yes,16years,white,no,0_16,2_3,0_2,62_122,south,209890
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,south,195054
31_60,no,yes,no,12years,white,no,17_33,0_1,0_2,0_61,south,281287
31_60,yes,yes,yes,16years,white,no,17_33,0_1,0_2,0_61,south,136756
31_60,yes,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,south,115368
0_30,no,no,no,12years,black,no,17_33,0_1,0_2,0_61,south,147328
31_60,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,south,195244
31_60,yes,no,yes,13-15years,black,no,17_33,2_3,3_5,0_61,south,147328
31_60,no,yes,no,16years,white,no,34_max,0_1,0_2,0_61,south,108056
0_30,no,no,no,12years,white,no,34_max,0_1,0_2,0_61,south,112119
31_60,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,south,218400
0_30,yes,no,yes,<9years,white,yes,17_33,0_1,3_5,0_61,south,119918
0_30,no,no,no,12years,other,no,34_max,0_1,0_2,0_61,south,226998
31_60,yes,yes,yes,16years,white,no,17_33,0_1,3_5,0_61,south,106782
31_60,no,yes,no,9-11years,white,no,17_33,0_1,0_2,0_61,south,126579
31_60,yes,no,yes,16years,white,yes,17_33,0_1,0_2,0_61,south,101163
31_60,no,no,yes,12years,white,no,0_16,0_1,0_2,0_61,south,213352
0_30,no,no,no,<9years,white,yes,17_33,0_1,0_2,0_61,south,106122
0_30,no,no,no,<9years,white,yes,17_33,0_1,0_2,0_61,south,111905
31_60,no,yes,no,13-15years,white,yes,34_max,0_1,0_2,0_61,south,51220
0_30,no,no,yes,12years,white,no,0_16,0_1,0_2,0_61,south,76035
0_30,yes,no,yes,12years,white,no,0_16,2_3,0_2,0_61,south,333073
31_60,yes,no,yes,9-11years,black,no,17_33,0_1,3_5,0_61,south,218207
31_60,yes,no,yes,12years,white,no,17_33,0_1,3_5,0_61,south,282794
31_60,no,yes,no,>16years,white,no,17_33,0_1,0_2,0_61,south,167611
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,south,276791
0_30,yes,no,yes,16years,white,no,0_16,0_1,0_2,0_61,south,282794
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,62_122,south,199956
31_60,no,yes,no,12years,white,no,17_33,0_1,3_5,0_61,south,215425
0_30,no,no,no,12years,white,no,34_max,0_1,0_2,0_61,south,192709
0_30,yes,no,yes,12years,white,yes,0_16,2_3,0_2,0_61,south,86742
31_60,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,south,168833
31_60,yes,yes,yes,13-15years,black,no,0_16,0_1,0_2,0_61,south,166585
0_30,yes,no,yes,12years,white,no,0_16,0_1,0_2,0_61,south,153801
0_30,no,no,no,13-15years,white,no,0_16,0_1,0_2,0_61,south,198850
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,south,165249
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,south,95450
0_30,no,yes,no,13-15years,white,no,17_33,0_1,3_5,0_61,south,119947
0_30,no,no,no,13-15years,white,no,0_16,2_3,0_2,0_61,south,161223
31_60,no,yes,no,13-15years,white,no,34_max,0_1,0_2,0_61,south,144222
0_30,no,no,no,12years,white,no,0_16,0_1,0_2,0_61,south,161223
0_30,no,no,no,<9years,white,no,0_16,2_3,0_2,0_61,south,135344
31_60,no,yes,no,9-11years,white,no,0_16,0_1,0_2,0_61,south,121175
31_60,no,no,yes,12years,white,no,17_33,0_1,0_2,0_61,south,116028
31_60,no,yes,no,13-15years,white,no,17_33,0_1,0_2,0_61,south,81849
31_60,yes,yes,yes,>16years,white,no,17_33,0_1,0_2,0_61,south,85921
0_30,no,no,no,<9years,white,no,17_33,0_1,3_5,0_61,south,671455
0_30,no,no,no,12years,white,no,34_max,0_1,0_2,0_61,south,591872
31_60,no,no,no,13-15years,white,yes,17_33,0_1,0_2,0_61,west,119277
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,west,187328
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,west,187328
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,west,188858
31_60,yes,no,yes,16years,white,yes,0_16,0_1,0_2,0_61,west,100526
31_60,yes,yes,yes,16years,white,no,17_33,0_1,0_2,0_61,west,95849
31_60,no,no,no,13-15years,black,no,0_16,0_1,0_2,0_61,west,183010
31_60,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,west,199150
0_30,yes,no,yes,12years,white,yes,34_max,0_1,0_2,0_61,west,110370
0_30,yes,no,yes,9-11years,white,no,34_max,0_1,0_2,0_61,west,183352
0_30,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,west,192472
31_60,no,yes,yes,16years,white,no,0_16,0_1,0_2,0_61,west,199150
61_max,no,yes,no,13-15years,white,no,17_33,0_1,0_2,0_61,west,188858
31_60,no,yes,yes,<9years,white,no,34_max,0_1,0_2,0_61,west,99001
31_60,no,yes,yes,12years,white,yes,17_33,0_1,0_2,0_61,west,99809
31_60,no,yes,no,12years,white,no,0_16,2_3,0_2,0_61,west,172043
0_30,no,no,no,16years,white,no,0_16,0_1,0_2,0_61,west,188858
31_60,yes,no,yes,13-15years,white,no,0_16,2_3,0_2,0_61,west,199150
31_60,yes,no,yes,16years,white,no,0_16,0_1,0_2,0_61,west,221933
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,west,194045
31_60,no,no,no,12years,white,no,34_max,0_1,0_2,0_61,west,120252
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,west,113619
31_60,no,yes,yes,12years,white,no,0_16,0_1,0_2,0_61,west,155806
31_60,no,yes,yes,16years,white,no,17_33,0_1,0_2,0_61,west,151812
31_60,no,yes,no,12years,white,no,17_33,0_1,0_2,0_61,west,147754
31_60,yes,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,west,151812
31_60,yes,no,yes,12years,white,no,0_16,0_1,0_2,0_61,west,155806
31_60,yes,yes,yes,12years,white,no,17_33,0_1,0_2,62_122,west,151812
31_60,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,west,175147
31_60,yes,no,yes,13-15years,white,no,34_max,0_1,0_2,0_61,west,139376
0_30,yes,no,yes,16years,white,no,17_33,0_1,0_2,0_61,west,147754
31_60,no,no,yes,12years,white,no,17_33,0_1,0_2,0_61,west,175147
0_30,no,no,no,9-11years,white,no,0_16,2_3,0_2,0_61,west,134599
0_30,no,yes,no,16years,white,no,17_33,0_1,0_2,0_61,west,175147
0_30,no,no,no,13-15years,white,no,17_33,0_1,0_2,0_61,west,147754
31_60,yes,yes,yes,12years,black,no,17_33,0_1,0_2,62_122,west,133939
31_60,yes,no,yes,16years,white,no,17_33,0_1,0_2,62_122,west,175147
0_30,yes,no,yes,16years,white,no,17_33,0_1,0_2,62_122,west,151560
0_30,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,62_122,west,151560
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,west,180628
0_30,no,yes,no,>16years,white,no,0_16,0_1,0_2,0_61,west,96431
31_60,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,west,92690
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,west,180628
31_60,no,no,no,16years,white,no,17_33,0_1,0_2,0_61,west,172069
0_30,no,yes,yes,12years,white,yes,34_max,0_1,0_2,0_61,west,111937
31_60,yes,no,yes,12years,white,no,0_16,0_1,0_2,62_122,west,206589
0_30,no,no,no,>16years,white,no,17_33,0_1,0_2,0_61,west,180628
31_60,yes,no,yes,16years,white,no,17_33,0_1,0_2,62_122,west,208393
31_60,yes,yes,yes,16years,white,no,0_16,0_1,0_2,0_61,west,175800
0_30,yes,no,yes,12years,white,yes,17_33,0_1,0_2,0_61,west,92908
0_30,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,west,175800
0_30,no,no,no,9-11years,white,yes,0_16,0_1,0_2,0_61,west,184796
0_30,no,no,no,<9years,white,yes,17_33,0_1,0_2,0_61,west,93959
31_60,no,no,no,16years,white,no,0_16,0_1,0_2,0_61,west,72274
0_30,no,no,no,9-11years,white,yes,17_33,0_1,3_5,0_61,west,190706
31_60,yes,yes,yes,16years,white,no,0_16,0_1,0_2,0_61,west,185380
0_30,no,no,yes,12years,white,yes,0_16,2_3,0_2,0_61,west,95353
31_60,no,yes,no,16years,white,no,17_33,2_3,0_2,0_61,west,151560
31_60,no,yes,no,16years,white,no,34_max,0_1,0_2,0_61,west,202904
0_30,no,yes,no,13-15years,white,no,34_max,0_1,0_2,0_61,west,163374
31_60,no,yes,no,13-15years,white,no,0_16,0_1,0_2,0_61,west,175800
31_60,no,no,no,<9years,white,yes,17_33,0_1,0_2,0_61,west,108402
31_60,no,yes,yes,16years,black,no,17_33,2_3,0_2,62_122,west,175750
0_30,no,no,no,12years,white,no,0_16,2_3,0_2,0_61,west,207057
0_30,no,no,no,9-11years,white,no,17_33,0_1,0_2,0_61,west,180628
0_30,yes,no,yes,<9years,white,yes,34_max,0_1,0_2,0_61,west,107880
0_30,no,no,no,<9years,white,yes,17_33,0_1,3_5,0_61,west,90425
0_30,no,no,no,12years,white,yes,0_16,2_3,0_2,0_61,west,95353
31_60,no,no,no,<9years,white,yes,34_max,0_1,0_2,0_61,west,93959
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,west,202904
0_30,no,no,no,12years,white,yes,0_16,2_3,0_2,0_61,west,71465
0_30,no,no,no,9-11years,white,yes,17_33,0_1,3_5,0_61,west,190706
0_30,no,no,no,13-15years,black,yes,34_max,0_1,0_2,0_61,west,135956
0_30,no,no,no,13-15years,black,no,0_16,2_3,0_2,62_122,west,212137
0_30,yes,no,yes,13-15years,black,no,34_max,0_1,0_2,0_61,west,178253
0_30,no,no,no,<9years,white,yes,34_max,0_1,3_5,0_61,west,92908
0_30,yes,no,yes,12years,white,yes,17_33,0_1,0_2,0_61,west,93959
0_30,yes,no,yes,9-11years,white,no,34_max,0_1,0_2,0_61,west,107880
0_30,no,no,yes,9-11years,white,yes,0_16,0_1,0_2,0_61,west,97697
0_30,no,no,no,<9years,white,yes,34_max,0_1,0_2,0_61,west,93959
0_30,no,no,no,<9years,white,yes,17_33,0_1,3_5,0_61,west,91448
0_30,yes,no,yes,<9years,white,yes,17_33,0_1,0_2,0_61,west,107190
31_60,no,yes,no,13-15years,white,no,17_33,0_1,0_2,0_61,west,169352
31_60,no,no,no,13-15years,white,no,0_16,0_1,0_2,0_61,west,283847
0_30,no,no,no,12years,white,no,0_16,0_1,0_2,0_61,west,123750
0_30,yes,no,yes,16years,white,no,0_16,0_1,0_2,0_61,west,283847
0_30,no,no,no,16years,white,no,0_16,2_3,0_2,0_61,west,329247
0_30,yes,no,yes,16years,white,no,17_33,0_1,0_2,62_122,west,390287
31_60,no,yes,yes,16years,white,no,0_16,0_1,0_2,0_61,west,329247
31_60,yes,yes,yes,13-15years,white,yes,17_33,0_1,0_2,0_61,west,169352
0_30,no,yes,no,12years,white,no,0_16,0_1,0_2,0_61,west,299932
31_60,no,yes,no,12years,black,no,17_33,0_1,0_2,0_61,west,192005
31_60,yes,no,yes,16years,white,no,0_16,0_1,0_2,0_61,west,358391
31_60,yes,no,yes,<9years,white,yes,17_33,0_1,0_2,0_61,west,184343
0_30,no,no,no,12years,white,no,0_16,0_1,0_2,0_61,west,299932
0_30,no,no,no,12years,white,no,0_16,0_1,0_2,0_61,west,347188
0_30,no,no,no,13-15years,white,no,0_16,2_3,0_2,0_61,west,347188
31_60,yes,yes,yes,12years,white,no,34_max,0_1,0_2,0_61,west,310578
31_60,no,yes,no,13-15years,white,no,34_max,0_1,0_2,0_61,west,310578
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,west,390287
31_60,yes,yes,yes,12years,white,yes,34_max,0_1,0_2,0_61,west,204815
31_60,no,no,no,16years,white,no,17_33,0_1,0_2,0_61,west,392269
0_30,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,west,293006
31_60,no,yes,no,13-15years,white,yes,34_max,0_1,0_2,0_61,west,201576
0_30,no,yes,no,16years,white,yes,0_16,0_1,0_2,0_61,west,145663
31_60,yes,yes,yes,<9years,white,yes,17_33,0_1,0_2,0_61,west,204455
31_60,yes,yes,yes,12years,white,no,17_33,0_1,3_5,0_61,west,172479
31_60,yes,no,yes,12years,white,yes,0_16,0_1,0_2,0_61,west,133534
0_30,yes,no,yes,9-11years,white,no,34_max,0_1,0_2,0_61,west,297504
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,west,328486
31_60,yes,yes,yes,12years,white,no,0_16,0_1,3_5,0_61,west,346386
0_30,no,no,no,12years,white,no,34_max,0_1,0_2,0_61,west,305267
0_30,no,no,no,9-11years,white,no,34_max,0_1,0_2,0_61,west,321513
31_60,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,west,389385
0_30,yes,no,yes,13-15years,black,no,17_33,0_1,0_2,0_61,west,247329
31_60,no,yes,no,12years,white,yes,0_16,2_3,0_2,0_61,west,133534
0_30,yes,no,yes,12years,white,no,17_33,0_1,6_max,0_61,west,389385
0_30,yes,no,yes,12years,white,no,17_33,0_1,3_5,0_61,west,172479
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,west,321513
31_60,no,yes,no,13-15years,white,no,17_33,0_1,0_2,0_61,west,194693
0_30,yes,no,yes,9-11years,white,no,17_33,2_3,0_2,0_61,west,204455
31_60,no,yes,yes,13-15years,white,no,0_16,0_1,0_2,0_61,west,178168
0_30,no,no,no,13-15years,white,no,0_16,2_3,0_2,0_61,west,386014
31_60,no,yes,no,13-15years,white,no,0_16,0_1,0_2,0_61,west,322034
61_max,no,yes,no,>16years,white,no,17_33,0_1,0_2,0_61,west,319233
0_30,no,no,no,16years,white,no,34_max,0_1,0_2,62_122,west,281396
31_60,no,yes,no,12years,white,no,17_33,0_1,0_2,0_61,west,168042
31_60,no,yes,yes,13-15years,white,no,17_33,0_1,0_2,0_61,west,311217
0_30,no,no,no,12years,white,no,34_max,0_1,0_2,0_61,west,311217
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,west,311217
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,62_122,west,322748
31_60,no,yes,no,>16years,white,yes,17_33,0_1,0_2,62_122,west,200749
0_30,yes,no,yes,13-15years,white,no,0_16,2_3,0_2,0_61,west,358391
0_30,yes,no,yes,>16years,white,no,17_33,0_1,0_2,0_61,west,349204
31_60,yes,no,yes,13-15years,black,no,17_33,0_1,0_2,0_61,west,169887
0_30,no,yes,no,13-15years,white,no,0_16,0_1,0_2,0_61,west,399393
31_60,yes,yes,yes,16years,white,no,17_33,0_1,0_2,0_61,west,392269
31_60,no,yes,no,16years,black,no,17_33,0_1,0_2,0_61,west,255901
31_60,no,yes,yes,12years,white,no,0_16,0_1,0_2,0_61,west,142688
0_30,yes,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,west,180543
31_60,no,yes,yes,13-15years,white,no,0_16,0_1,0_2,0_61,west,278202
0_30,no,no,no,13-15years,white,no,17_33,0_1,0_2,62_122,west,362010
31_60,yes,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,west,305392
31_60,no,yes,no,13-15years,white,no,17_33,0_1,0_2,0_61,west,305392
31_60,yes,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,west,305392
31_60,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,west,305392
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,west,313779
0_30,no,no,no,<9years,white,no,34_max,0_1,0_2,0_61,west,290782
31_60,no,yes,no,13-15years,white,no,0_16,0_1,0_2,0_61,west,292478
0_30,no,no,no,<9years,white,yes,0_16,2_3,0_2,0_61,west,171343
31_60,no,yes,no,16years,white,no,0_16,0_1,0_2,0_61,west,343770
31_60,yes,yes,yes,13-15years,white,no,17_33,0_1,0_2,0_61,west,172290
0_30,yes,no,yes,16years,white,no,0_16,0_1,0_2,62_122,west,176823
31_60,no,no,no,<9years,white,yes,17_33,0_1,0_2,0_61,west,167685
0_30,no,no,no,<9years,white,no,0_16,2_3,0_2,0_61,west,292478
0_30,no,no,no,13-15years,white,no,17_33,0_1,6_max,0_61,west,386445
31_60,no,yes,no,12years,white,yes,17_33,0_1,3_5,0_61,west,198773
0_30,yes,no,yes,<9years,white,no,17_33,2_3,0_2,0_61,west,167685
31_60,no,yes,no,13-15years,black,no,0_16,0_1,0_2,0_61,west,393388
0_30,no,no,no,12years,white,no,34_max,0_1,0_2,0_61,west,307520
